iter,view_total,view_num,spin_total,spin_num,time,memory
11,100,100,100,57,1716723623191,253998072
11,100,100,100,58,1716723623191,253998072
11,100,100,100,59,1716723623191,253998072
11,100,100,100,60,1716723623191,253998072
11,100,100,100,61,1716723623191,253998072
11,100,100,100,62,1716723623191,253998072
11,100,100,100,63,1716723623191,253998072
11,100,100,100,64,1716723623191,253998072
11,100,100,100,65,1716723623191,253998072
11,100,100,100,66,1716723623191,253998072
11,100,100,100,67,1716723623191,253998072
11,100,100,100,68,1716723623191,253998072
11,100,100,100,69,1716723623191,253998072
11,100,100,100,70,1716723623191,253998072
11,100,100,100,71,1716723623191,253998072
11,100,100,100,72,1716723623191,253998072
11,100,100,100,73,1716723623191,253998072
11,100,100,100,74,1716723623191,253998072
11,100,100,100,75,1716723623191,253998072
11,100,100,100,76,1716723623191,253998072
11,100,100,100,77,1716723623191,253998072
11,100,100,100,78,1716723623191,253998072
11,100,100,100,79,1716723623191,253998072
11,100,100,100,80,1716723623191,253998072
11,100,100,100,81,1716723623191,253998072
11,100,100,100,82,1716723623191,253998072
11,100,100,100,83,1716723623191,253998072
11,100,100,100,84,1716723623191,253998072
11,100,100,100,85,1716723623191,254255680
11,100,100,100,86,1716723623191,254255680
11,100,100,100,87,1716723623191,254255680
11,100,100,100,88,1716723623191,254255680
11,100,100,100,89,1716723623191,254255680
11,100,100,100,90,1716723623191,254255680
11,100,100,100,91,1716723623191,254255680
11,100,100,100,92,1716723623191,254255680
11,100,100,100,93,1716723623191,254255680
11,100,100,100,94,1716723623191,254255680
11,100,100,100,95,1716723623191,254255680
11,100,100,100,96,1716723623191,254255680
11,100,100,100,97,1716723623191,254255680
11,100,100,100,98,1716723623191,254255680
11,100,100,100,99,1716723623191,254255680
12,25,25,25,0,1716723627219,25895616
12,25,25,25,1,1716723627219,25895616
12,25,25,25,2,1716723627219,25895616
12,25,25,25,3,1716723627219,25895616
12,25,25,25,4,1716723627219,25895616
12,25,25,25,5,1716723627219,25895616
12,25,25,25,6,1716723627219,25895616
12,25,25,25,7,1716723627219,25895616
12,25,25,25,8,1716723627219,25895616
12,25,25,25,9,1716723627219,25895616
12,25,25,25,10,1716723627219,25895616
12,25,25,25,11,1716723627219,25895616
12,25,25,25,12,1716723627219,25895616
12,25,25,25,13,1716723627219,25895616
12,25,25,25,14,1716723627219,25895616
12,25,25,25,15,1716723627219,25895616
12,25,25,25,16,1716723627219,25895616
12,25,25,25,17,1716723627219,25895616
12,25,25,25,18,1716723627219,25895616
12,25,25,25,19,1716723627219,25895616
12,25,25,25,20,1716723627219,25895616
12,25,25,25,21,1716723627219,25895616
12,25,25,25,22,1716723627219,25895616
12,25,25,25,23,1716723627219,25895616
12,25,25,25,24,1716723627219,25895616
12,25,25,50,0,1716723629150,32789464
12,25,25,50,1,1716723629150,32789464
12,25,25,50,2,1716723629150,32789464
12,25,25,50,3,1716723629150,32789464
12,25,25,50,4,1716723629150,32789464
12,25,25,50,5,1716723629150,32789464
12,25,25,50,6,1716723629150,32789464
12,25,25,50,7,1716723629150,32789464
12,25,25,50,8,1716723629150,32789464
12,25,25,50,9,1716723629150,32789464
12,25,25,50,10,1716723629150,32789464
12,25,25,50,11,1716723629150,32789464
12,25,25,50,12,1716723629150,32789464
12,25,25,50,13,1716723629150,32789464
12,25,25,50,14,1716723629150,32789464
12,25,25,50,15,1716723629150,32789464
12,25,25,50,16,1716723629150,32789464
12,25,25,50,17,1716723629150,32789464
12,25,25,50,18,1716723629150,32789464
12,25,25,50,19,1716723629150,32789464
12,25,25,50,20,1716723629150,32789464
12,25,25,50,21,1716723629150,32789464
12,25,25,50,22,1716723629150,32789464
12,25,25,50,23,1716723629150,32789464
12,25,25,50,24,1716723629150,32789464
12,25,25,50,25,1716723629150,32789464
12,25,25,50,26,1716723629150,32789464
12,25,25,50,27,1716723629150,32789464
12,25,25,50,28,1716723629150,32789464
12,25,25,50,29,1716723629150,32789464
12,25,25,50,30,1716723629150,32789464
12,25,25,50,31,1716723629150,32789464
12,25,25,50,32,1716723629150,32789464
12,25,25,50,33,1716723629150,32789464
12,25,25,50,34,1716723629150,32789464
12,25,25,50,35,1716723629150,32789464
12,25,25,50,36,1716723629150,32789464
12,25,25,50,37,1716723629150,32789464
12,25,25,50,38,1716723629150,32789464
12,25,25,50,39,1716723629150,32789464
12,25,25,50,40,1716723629150,32789464
12,25,25,50,41,1716723629150,32789464
12,25,25,50,42,1716723629150,32789464
12,25,25,50,43,1716723629150,32789464
12,25,25,50,44,1716723629150,32789464
12,25,25,50,45,1716723629150,32789464
12,25,25,50,46,1716723629150,32789464
12,25,25,50,47,1716723629150,32789464
12,25,25,50,48,1716723629150,32789464
12,25,25,50,49,1716723629150,32789464
12,25,25,75,0,1716723631113,62448216
12,25,25,75,1,1716723631113,62448216
12,25,25,75,2,1716723631113,62448216
12,25,25,75,3,1716723631113,62448216
12,25,25,75,4,1716723631113,62448216
12,25,25,75,5,1716723631113,62448216
12,25,25,75,6,1716723631113,62448216
12,25,25,75,7,1716723631113,62448216
12,25,25,75,8,1716723631113,62448216
12,25,25,75,9,1716723631113,62448216
12,25,25,75,10,1716723631113,62448216
12,25,25,75,11,1716723631113,62448216
12,25,25,75,12,1716723631113,62448216
12,25,25,75,13,1716723631113,62448216
12,25,25,75,14,1716723631113,62448216
12,25,25,75,15,1716723631113,62448216
12,25,25,75,16,1716723631113,62448216
12,25,25,75,17,1716723631113,62448216
12,25,25,75,18,1716723631113,62448216
12,25,25,75,19,1716723631113,62448216
12,25,25,75,20,1716723631113,62448216
12,25,25,75,21,1716723631113,62448216
12,25,25,75,22,1716723631113,62448216
12,25,25,75,23,1716723631113,62448216
12,25,25,75,24,1716723631113,62448216
12,25,25,75,25,1716723631113,62448216
12,25,25,75,26,1716723631113,62448216
12,25,25,75,27,1716723631113,62448216
12,25,25,75,28,1716723631113,62448216
12,25,25,75,29,1716723631113,62448216
12,25,25,75,30,1716723631113,62448216
12,25,25,75,31,1716723631113,62448216
12,25,25,75,32,1716723631113,62448216
12,25,25,75,33,1716723631113,62448216
12,25,25,75,34,1716723631113,62448216
12,25,25,75,35,1716723631113,62448216
12,25,25,75,36,1716723631113,62448216
12,25,25,75,37,1716723631113,62448216
12,25,25,75,38,1716723631113,62448216
12,25,25,75,39,1716723631113,62448216
12,25,25,75,40,1716723631113,62448216
12,25,25,75,41,1716723631113,62448216
12,25,25,75,42,1716723631113,62448216
12,25,25,75,43,1716723631113,62448216
12,25,25,75,44,1716723631113,62448216
12,25,25,75,45,1716723631113,62448216
12,25,25,75,46,1716723631113,62448216
12,25,25,75,47,1716723631113,62448216
12,25,25,75,48,1716723631113,62448216
12,25,25,75,49,1716723631113,62448216
12,25,25,75,50,1716723631113,62448216
12,25,25,75,51,1716723631113,62448216
12,25,25,75,52,1716723631113,62448216
12,25,25,75,53,1716723631113,62448216
12,25,25,75,54,1716723631113,62448216
12,25,25,75,55,1716723631113,62448216
12,25,25,75,56,1716723631113,62448216
12,25,25,75,57,1716723631113,62448216
12,25,25,75,58,1716723631113,62448216
12,25,25,75,59,1716723631113,62448216
12,25,25,75,60,1716723631113,62448216
12,25,25,75,61,1716723631113,62448216
12,25,25,75,62,1716723631113,62448216
12,25,25,75,63,1716723631113,62448216
12,25,25,75,64,1716723631113,62448216
12,25,25,75,65,1716723631113,62448216
12,25,25,75,66,1716723631113,62448216
12,25,25,75,67,1716723631113,62448216
12,25,25,75,68,1716723631113,62448216
12,25,25,75,69,1716723631113,62448216
12,25,25,75,70,1716723631113,62448216
12,25,25,75,71,1716723631113,62448216
12,25,25,75,72,1716723631113,62448216
12,25,25,75,73,1716723631113,62448216
12,25,25,75,74,1716723631113,62448216
12,25,25,100,0,1716723633257,120490512
12,25,25,100,1,1716723633257,120490512
12,25,25,100,2,1716723633257,120490512
12,25,25,100,3,1716723633257,120490512
12,25,25,100,4,1716723633257,120490512
12,25,25,100,5,1716723633257,120490512
12,25,25,100,6,1716723633257,120490512
12,25,25,100,7,1716723633257,120490512
12,25,25,100,8,1716723633257,120490512
12,25,25,100,9,1716723633257,120490512
12,25,25,100,10,1716723633257,120490512
12,25,25,100,11,1716723633257,120490512
12,25,25,100,12,1716723633257,120490512
12,25,25,100,13,1716723633257,120490512
12,25,25,100,14,1716723633257,120490512
12,25,25,100,15,1716723633257,120490512
12,25,25,100,16,1716723633257,120490512
12,25,25,100,17,1716723633257,120490512
12,25,25,100,18,1716723633257,120490512
12,25,25,100,19,1716723633257,120490512
12,25,25,100,20,1716723633257,120490512
12,25,25,100,21,1716723633257,120490512
12,25,25,100,22,1716723633257,120490512
12,25,25,100,23,1716723633257,120490512
12,25,25,100,24,1716723633257,120490512
12,25,25,100,25,1716723633257,120490512
12,25,25,100,26,1716723633257,120490512
12,25,25,100,27,1716723633257,121126472
12,25,25,100,28,1716723633257,121126472
12,25,25,100,29,1716723633257,121126472
12,25,25,100,30,1716723633257,121126472
12,25,25,100,31,1716723633257,121126472
12,25,25,100,32,1716723633257,121126472
12,25,25,100,33,1716723633257,121126472
12,25,25,100,34,1716723633257,121126472
12,25,25,100,35,1716723633257,121126472
12,25,25,100,36,1716723633257,121126472
12,25,25,100,37,1716723633257,121126472
12,25,25,100,38,1716723633257,121126472
12,25,25,100,39,1716723633257,121126472
12,25,25,100,40,1716723633257,121126472
12,25,25,100,41,1716723633257,121126472
12,25,25,100,42,1716723633257,121126472
12,25,25,100,43,1716723633257,121126472
12,25,25,100,44,1716723633257,121126472
12,25,25,100,45,1716723633257,121126472
12,25,25,100,46,1716723633257,121126472
12,25,25,100,47,1716723633257,121126472
12,25,25,100,48,1716723633257,121126472
12,25,25,100,49,1716723633257,121126472
12,25,25,100,50,1716723633257,121126472
12,25,25,100,51,1716723633257,121126472
12,25,25,100,52,1716723633257,121126472
12,25,25,100,53,1716723633257,121126472
12,25,25,100,54,1716723633257,121126472
12,25,25,100,55,1716723633257,121126472
12,25,25,100,56,1716723633257,121126472
12,25,25,100,57,1716723633257,121126472
12,25,25,100,58,1716723633257,121126472
12,25,25,100,59,1716723633257,121126472
12,25,25,100,60,1716723633257,121126472
12,25,25,100,61,1716723633257,121126472
12,25,25,100,62,1716723633257,121126472
12,25,25,100,63,1716723633257,121126472
12,25,25,100,64,1716723633257,121126472
12,25,25,100,65,1716723633257,121126472
12,25,25,100,66,1716723633257,121126472
12,25,25,100,67,1716723633257,121126472
12,25,25,100,68,1716723633257,121126472
12,25,25,100,69,1716723633257,121126472
12,25,25,100,70,1716723633257,121126472
12,25,25,100,71,1716723633257,121126472
12,25,25,100,72,1716723633257,121126472
12,25,25,100,73,1716723633257,121126472
12,25,25,100,74,1716723633257,121126472
12,25,25,100,75,1716723633257,121126472
12,25,25,100,76,1716723633257,121126472
12,25,25,100,77,1716723633257,121126472
12,25,25,100,78,1716723633257,121126472
12,25,25,100,79,1716723633257,121126472
12,25,25,100,80,1716723633257,121126472
12,25,25,100,81,1716723633257,121126472
12,25,25,100,82,1716723633257,121126472
12,25,25,100,83,1716723633257,121126472
12,25,25,100,84,1716723633257,121126472
12,25,25,100,85,1716723633257,121126472
12,25,25,100,86,1716723633257,121126472
12,25,25,100,87,1716723633257,121126472
12,25,25,100,88,1716723633257,121126472
12,25,25,100,89,1716723633257,121126472
12,25,25,100,90,1716723633257,121126472
12,25,25,100,91,1716723633257,121126472
12,25,25,100,92,1716723633257,121126472
12,25,25,100,93,1716723633257,121126472
12,25,25,100,94,1716723633257,121126472
12,25,25,100,95,1716723633257,121126472
12,25,25,100,96,1716723633257,121126472
12,25,25,100,97,1716723633257,121126472
12,25,25,100,98,1716723633257,121126472
12,25,25,100,99,1716723633257,121126472
12,50,50,25,0,1716723639032,57066488
12,50,50,25,1,1716723639032,57066488
12,50,50,25,2,1716723639032,57066488
12,50,50,25,3,1716723639032,57066488
12,50,50,25,4,1716723639032,57066488
12,50,50,25,5,1716723639032,57066488
12,50,50,25,6,1716723639032,57066488
12,50,50,25,7,1716723639032,57066488
12,50,50,25,8,1716723639032,57066488
12,50,50,25,9,1716723639032,57066488
12,50,50,25,10,1716723639032,57066488
12,50,50,25,11,1716723639032,57066488
12,50,50,25,12,1716723639032,57066488
12,50,50,25,13,1716723639032,57066488
12,50,50,25,14,1716723639032,57066488
12,50,50,25,15,1716723639032,57066488
12,50,50,25,16,1716723639032,57066488
12,50,50,25,17,1716723639032,57066488
12,50,50,25,18,1716723639032,57066488
12,50,50,25,19,1716723639032,57066488
12,50,50,25,20,1716723639032,57066488
12,50,50,25,21,1716723639032,57066488
12,50,50,25,22,1716723639032,57066488
12,50,50,25,23,1716723639032,57066488
12,50,50,25,24,1716723639032,57066488
12,50,50,50,0,1716723642883,70653328
12,50,50,50,1,1716723642883,70653328
12,50,50,50,2,1716723642883,70653328
12,50,50,50,3,1716723642883,70653328
12,50,50,50,4,1716723642883,70653328
12,50,50,50,5,1716723642883,70653328
12,50,50,50,6,1716723642883,70653328
12,50,50,50,7,1716723642883,70653328
12,50,50,50,8,1716723642883,70653328
12,50,50,50,9,1716723642883,70653328
12,50,50,50,10,1716723642883,70653328
12,50,50,50,11,1716723642883,70653328
12,50,50,50,12,1716723642883,70653328
12,50,50,50,13,1716723642883,70653328
12,50,50,50,14,1716723642883,70653328
12,50,50,50,15,1716723642883,70653328
12,50,50,50,16,1716723642883,70653328
12,50,50,50,17,1716723642883,70653328
12,50,50,50,18,1716723642883,70653328
12,50,50,50,19,1716723642883,70653328
12,50,50,50,20,1716723642883,70653328
12,50,50,50,21,1716723642883,70653328
12,50,50,50,22,1716723642883,70653328
12,50,50,50,23,1716723642883,70653328
12,50,50,50,24,1716723642883,70653328
12,50,50,50,25,1716723642883,70653328
12,50,50,50,26,1716723642883,70653328
12,50,50,50,27,1716723642883,70653328
12,50,50,50,28,1716723642883,70653328
12,50,50,50,29,1716723642883,70653328
12,50,50,50,30,1716723642883,70653328
12,50,50,50,31,1716723642883,70653328
12,50,50,50,32,1716723642883,70653328
12,50,50,50,33,1716723642883,70653328
12,50,50,50,34,1716723642883,70653328
12,50,50,50,35,1716723642883,70653328
12,50,50,50,36,1716723642883,70653328
12,50,50,50,37,1716723642883,70653328
12,50,50,50,38,1716723642883,70653328
12,50,50,50,39,1716723642883,70653328
12,50,50,50,40,1716723642883,70653328
12,50,50,50,41,1716723642883,70653328
12,50,50,50,42,1716723642883,70653328
12,50,50,50,43,1716723642883,70653328
12,50,50,50,44,1716723642883,70653328
12,50,50,50,45,1716723642883,70653328
12,50,50,50,46,1716723642883,70653328
12,50,50,50,47,1716723642883,70653328
12,50,50,50,48,1716723642883,70653328
12,50,50,50,49,1716723642883,70653328
12,50,50,75,0,1716723647019,90738912
12,50,50,75,1,1716723647019,90738912
12,50,50,75,2,1716723647019,90738912
12,50,50,75,3,1716723647019,90738912
12,50,50,75,4,1716723647019,90738912
12,50,50,75,5,1716723647019,90738912
12,50,50,75,6,1716723647019,90738912
12,50,50,75,7,1716723647019,90738912
12,50,50,75,8,1716723647019,90738912
12,50,50,75,9,1716723647019,90738912
12,50,50,75,10,1716723647019,90738912
12,50,50,75,11,1716723647019,90738912
12,50,50,75,12,1716723647019,90738912
12,50,50,75,13,1716723647019,90738912
12,50,50,75,14,1716723647019,90738912
12,50,50,75,15,1716723647019,90738912
12,50,50,75,16,1716723647019,90738912
12,50,50,75,17,1716723647019,90738912
12,50,50,75,18,1716723647019,90738912
12,50,50,75,19,1716723647019,90738912
12,50,50,75,20,1716723647019,90738912
12,50,50,75,21,1716723647019,90738912
12,50,50,75,22,1716723647019,90738912
12,50,50,75,23,1716723647019,90738912
12,50,50,75,24,1716723647019,90738912
12,50,50,75,25,1716723647019,90738912
12,50,50,75,26,1716723647019,90738912
12,50,50,75,27,1716723647019,90738912
12,50,50,75,28,1716723647019,90738912
12,50,50,75,29,1716723647019,90738912
12,50,50,75,30,1716723647019,90738912
12,50,50,75,31,1716723647019,90738912
12,50,50,75,32,1716723647019,90738912
12,50,50,75,33,1716723647019,90738912
12,50,50,75,34,1716723647019,90738912
12,50,50,75,35,1716723647019,90738912
12,50,50,75,36,1716723647019,90738912
12,50,50,75,37,1716723647019,90738912
12,50,50,75,38,1716723647019,90738912
12,50,50,75,39,1716723647019,90738912
12,50,50,75,40,1716723647019,90738912
12,50,50,75,41,1716723647019,90738912
12,50,50,75,42,1716723647019,90738912
12,50,50,75,43,1716723647019,90738912
12,50,50,75,44,1716723647019,90738912
12,50,50,75,45,1716723647019,90738912
12,50,50,75,46,1716723647019,90738912
12,50,50,75,47,1716723647019,90738912
12,50,50,75,48,1716723647019,90738912
12,50,50,75,49,1716723647019,90738912
12,50,50,75,50,1716723647019,90738912
12,50,50,75,51,1716723647019,90738912
12,50,50,75,52,1716723647019,90738912
12,50,50,75,53,1716723647019,90738912
12,50,50,75,54,1716723647019,90738912
12,50,50,75,55,1716723647019,90738912
12,50,50,75,56,1716723647019,90738912
12,50,50,75,57,1716723647019,90738912
12,50,50,75,58,1716723647019,90738912
12,50,50,75,59,1716723647019,90738912
12,50,50,75,60,1716723647019,90738912
12,50,50,75,61,1716723647019,90738912
12,50,50,75,62,1716723647019,90738912
12,50,50,75,63,1716723647019,90738912
12,50,50,75,64,1716723647019,90738912
12,50,50,75,65,1716723647019,90738912
12,50,50,75,66,1716723647019,90738912
12,50,50,75,67,1716723647019,90738912
12,50,50,75,68,1716723647019,90738912
12,50,50,75,69,1716723647019,90738912
12,50,50,75,70,1716723647019,90738912
12,50,50,75,71,1716723647019,90738912
12,50,50,75,72,1716723647019,90738912
12,50,50,75,73,1716723647019,90738912
12,50,50,75,74,1716723647019,90738912
12,50,50,100,0,1716723651507,113819888
12,50,50,100,1,1716723651507,113819888
12,50,50,100,2,1716723651507,113819888
12,50,50,100,3,1716723651507,113819888
12,50,50,100,4,1716723651507,113819888
12,50,50,100,5,1716723651507,113819888
12,50,50,100,6,1716723651507,113819888
12,50,50,100,7,1716723651507,113819888
12,50,50,100,8,1716723651507,113819888
